"X","Y","sighting_id","species","number_sighted","latitude","longitude","year","month"
-120.067,34.364,46102,"Humpback Whale",1,34.364,-120.067,2017,"Aug"
-119.928,34.3354,46104,"Humpback Whale",1,34.3354,-119.928,2017,"Aug"
-120.048,34.34847,46105,"Humpback Whale",1,34.34847,-120.048,2017,"Aug"
-122.663,37.88164,46215,"Humpback Whale",1,37.88164,-122.663,2017,"Aug"
-122.509,37.81361,46234,"Humpback Whale",1,37.81361,-122.509,2017,"Aug"
-122.509,37.81361,46235,"Humpback Whale",1,37.81361,-122.509,2017,"Aug"
-122.509,37.81361,46236,"Humpback Whale",1,37.81361,-122.509,2017,"Aug"
-122.509,37.81361,46237,"Humpback Whale",1,37.81361,-122.509,2017,"Aug"
-119.472,34.09952,46299,"Blue Whale",1,34.09952,-119.472,2017,"Aug"
-122.476,37.81474,46316,"Humpback Whale",2,37.81474,-122.476,2017,"Aug"
-122.473,37.81835,46317,"Humpback Whale",1,37.81835,-122.473,2017,"Aug"
-117.341,32.67974,46357,"Minke Whale",1,32.67974,-117.341,2017,"Aug"
-117.333,32.66786,46358,"Blue Whale",1,32.66786,-117.333,2017,"Aug"
-119.326,34.064,46368,"Blue Whale",1,34.064,-119.326,2017,"Aug"
-119.326,34.06322,46369,"Fin Whale",1,34.06322,-119.326,2017,"Aug"
-123.026,38.30911,46497,"Humpback Whale",4,38.30911,-123.026,2017,"Aug"
-123.374,38.09929,46544,"Humpback Whale",2,38.09929,-123.374,2017,"Aug"
-123.472,38.04847,46547,"Humpback Whale",1,38.04847,-123.472,2017,"Aug"
-123.374,38.09929,46550,"Humpback Whale",2,38.09929,-123.374,2017,"Aug"
-123.019,38.27427,46549,"Humpback Whale",8,38.27427,-123.019,2017,"Aug"
-123.337,38.11703,46548,"Humpback Whale",8,38.11703,-123.337,2017,"Aug"
-119.326,34.06543,46896,"Blue Whale",2,34.06543,-119.326,2017,"Aug"
-122.442,37.83052,46901,"Humpback Whale",3,37.83052,-122.442,2017,"Aug"
-122.019,36.69064,46921,"Humpback Whale",1,36.69064,-122.019,2017,"Aug"
-122.022,36.69182,46941,"Humpback Whale",1,36.69182,-122.022,2017,"Aug"
-122.025,36.69288,46942,"Humpback Whale",1,36.69288,-122.025,2017,"Aug"
-122.081,36.48846,46957,"Humpback Whale",4,36.48846,-122.081,2017,"Aug"
-122.055,36.48001,46958,"Humpback Whale",1,36.48001,-122.055,2017,"Aug"
-122.049,36.47574,46959,"Blue Whale",1,36.47574,-122.049,2017,"Aug"
-122.017,36.43072,46963,"Humpback Whale",1,36.43072,-122.017,2017,"Aug"
-122.001,36.69009,46966,"Humpback Whale",3,36.69009,-122.001,2017,"Aug"
-122.584,36.43462,46979,"Blue Whale",2,36.43462,-122.584,2017,"Aug"
-119.353,34.0624,47053,"Blue Whale",3,34.0624,-119.353,2017,"Aug"
-119.353,34.06249,47054,"Fin Whale",1,34.06249,-119.353,2017,"Aug"
-119.374,34.05654,47074,"Blue Whale",1,34.05654,-119.374,2017,"Aug"
-119.357,34.06185,47075,"Fin Whale",1,34.06185,-119.357,2017,"Aug"
-121.991,36.95261,47079,"Humpback Whale",2,36.95261,-121.991,2017,"Aug"
-124.717,48.50088,47270,"Humpback Whale",50,48.50088,-124.717,2017,"Aug"
-119.46,34.11,47335,"Humpback Whale",1,34.11,-119.46,2017,"Aug"
-127.183,50.49379,47367,"Finback Whale",1,50.49379,-127.183,2017,"Sep"
-122.675,37.87872,47380,"Humpback Whale",1,37.87872,-122.675,2017,"Sep"
-119.608,34.12638,47382,"Humpback Whale",1,34.12638,-119.608,2017,"Sep"
-119.304,34.08937,47429,"Humpback Whale",2,34.08937,-119.304,2017,"Sep"
-119.304,34.08934,47430,"Humpback Whale",2,34.08934,-119.304,2017,"Sep"
-122.677,37.86996,47434,"Humpback Whale",1,37.86996,-122.677,2017,"Sep"
-119.81,34.21619,47452,"Humpback Whale",1,34.21619,-119.81,2017,"Sep"
-124.707,48.231,47506,"Humpback Whale",1,48.231,-124.707,2017,"Sep"
-121.904,36.64057,47601,"Humpback Whale",2,36.64057,-121.904,2017,"Sep"
-121.944,36.65755,47602,"Humpback Whale",20,36.65755,-121.944,2017,"Sep"
-121.962,36.64513,47604,"Humpback Whale",8,36.64513,-121.962,2017,"Sep"
-121.966,36.64339,47605,"Humpback Whale",6,36.64339,-121.966,2017,"Sep"
-121.979,36.64711,47607,"Humpback Whale",2,36.64711,-121.979,2017,"Sep"
-122.027,36.40878,47615,"Humpback Whale",1,36.40878,-122.027,2017,"Sep"
-122.033,36.41209,47616,"Humpback Whale",1,36.41209,-122.033,2017,"Sep"
-122.114,36.50324,47621,"Fin Whale",2,36.50324,-122.114,2017,"Sep"
-122.114,36.5036,47622,"Blue Whale",2,36.5036,-122.114,2017,"Sep"
-122.081,36.48043,47623,"Blue Whale",4,36.48043,-122.081,2017,"Sep"
-122.052,36.4461,47625,"Humpback Whale",2,36.4461,-122.052,2017,"Sep"
-122.016,36.41566,47628,"Humpback Whale",5,36.41566,-122.016,2017,"Sep"
-122.056,36.41493,47738,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-121.898,36.64798,47688,"Humpback Whale",7,36.64798,-121.898,2017,"Sep"
-121.904,36.64956,47689,"Humpback Whale",3,36.64956,-121.904,2017,"Sep"
-121.906,36.65188,47690,"Humpback Whale",4,36.65188,-121.906,2017,"Sep"
-121.919,36.65744,47691,"Humpback Whale",2,36.65744,-121.919,2017,"Sep"
-121.919,36.65744,47695,"Humpback Whale",2,36.65744,-121.919,2017,"Sep"
-121.919,36.65744,47700,"Humpback Whale",2,36.65744,-121.919,2017,"Sep"
-121.926,36.66823,47701,"Humpback Whale",7,36.66823,-121.926,2017,"Sep"
-121.942,36.69295,47702,"Humpback Whale",2,36.69295,-121.942,2017,"Sep"
-121.942,36.69295,47703,"Humpback Whale",2,36.69295,-121.942,2017,"Sep"
-121.926,36.66823,47704,"Humpback Whale",7,36.66823,-121.926,2017,"Sep"
-121.934,36.6821,47705,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-121.951,36.70268,47711,"Humpback Whale",2,36.70268,-121.951,2017,"Sep"
-122.085,36.48085,47712,"Humpback Whale",1,36.48085,-122.085,2017,"Sep"
-122.11,36.48146,47713,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-122.11,36.48146,47714,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-122.085,36.70916,47715,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-122.085,36.70916,47716,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-121.934,36.6821,47717,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-121.934,36.6821,47718,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-122.109,36.4229,47719,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-122.109,36.4229,47720,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-122.11,36.48146,47721,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-122.085,36.70916,47722,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-121.934,36.6821,47723,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-122.109,36.4229,47724,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-122.11,36.48146,47725,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-122.085,36.70916,47726,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-122.11,36.48146,47727,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-121.934,36.6821,47728,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-122.085,36.70916,47729,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-122.109,36.4229,47730,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-121.934,36.6821,47731,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-122.109,36.4229,47732,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-122.11,36.48146,47733,"Humpback Whale",2,36.48146,-122.11,2017,"Sep"
-122.085,36.70916,47734,"Humpback Whale",1,36.70916,-122.085,2017,"Sep"
-121.934,36.6821,47735,"Humpback Whale",12,36.6821,-121.934,2017,"Sep"
-122.109,36.4229,47736,"Blue Whale",2,36.4229,-122.109,2017,"Sep"
-122.056,36.41493,47737,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47739,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47740,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47741,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47742,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47743,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47744,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47745,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47746,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47747,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47748,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47749,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47750,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47751,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47752,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47753,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47754,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47755,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-122.056,36.41493,47756,"Humpback Whale",2,36.41493,-122.056,2017,"Sep"
-121.96,36.66578,47760,"Humpback Whale",3,36.66578,-121.96,2017,"Sep"
-122.38,36.41,47773,"Fin Whale",1,36.41,-122.38,2017,"Sep"
-122.37,36.41,47774,"Blue Whale",1,36.41,-122.37,2017,"Sep"
-122.565,36.64594,47775,"Fin Whale",1,36.64594,-122.565,2017,"Sep"
-122.239,36.59259,47834,"Fin Whale",1,36.59259,-122.239,2017,"Sep"
-122.238,36.59348,47835,"Humpback Whale",4,36.59348,-122.238,2017,"Sep"
-122.237,36.59508,47836,"Fin Whale",1,36.59508,-122.237,2017,"Sep"
-121.968,36.65148,47840,"Humpback Whale",1,36.65148,-121.968,2017,"Sep"
-121.96,36.63608,47842,"Humpback Whale",1,36.63608,-121.96,2017,"Sep"
-121.95,36.62766,47843,"Humpback Whale",4,36.62766,-121.95,2017,"Sep"
-121.934,36.65837,47894,"Humpback Whale",1,36.65837,-121.934,2017,"Sep"
-121.939,36.65443,47895,"Humpback Whale",1,36.65443,-121.939,2017,"Sep"
-121.95,36.64966,47896,"Humpback Whale",4,36.64966,-121.95,2017,"Sep"
-122.001,36.62177,47897,"Humpback Whale",1,36.62177,-122.001,2017,"Sep"
-122.068,36.58679,47899,"Fin Whale",1,36.58679,-122.068,2017,"Sep"
-122.598,37.61819,47900,"Humpback Whale",1,37.61819,-122.598,2017,"Sep"
-122.559,36.64598,47902,"Fin Whale",1,36.64598,-122.559,2017,"Sep"
-122.098,36.68092,47905,"Fin Whale",1,36.68092,-122.098,2017,"Sep"
-122.062,36.71559,47906,"Blue Whale",1,36.71559,-122.062,2017,"Sep"
-122.068,36.71541,47908,"Blue Whale",2,36.71541,-122.068,2017,"Sep"
-121.942,36.65494,47912,"Humpback Whale",1,36.65494,-121.942,2017,"Sep"
-119.33,34.1,47925,"Blue Whale",1,34.1,-119.33,2017,"Sep"
-119.35,34.1,47927,"Blue Whale",1,34.1,-119.35,2017,"Sep"
-129.528,48.17152,48006,"Humpback Whale",1,48.17152,-129.528,2017,"Sep"
-129.528,48.17152,48012,"Humpback Whale",1,48.17152,-129.528,2017,"Sep"
-122.244,36.96754,48014,"Blue Whale",2,36.96754,-122.244,2017,"Sep"
-122.244,36.96754,48015,"Humpback Whale",1,36.96754,-122.244,2017,"Sep"
-122.244,36.96754,48016,"Humpback Whale",2,36.96754,-122.244,2017,"Sep"
-122.214,36.85987,48017,"Humpback Whale",4,36.85987,-122.214,2017,"Sep"
-121.977,36.66801,48021,"Humpback Whale",1,36.66801,-121.977,2017,"Sep"
-121.89,36.68364,48022,"Humpback Whale",3,36.68364,-121.89,2017,"Sep"
-122.697,37.36819,48090,"Humpback Whale",4,37.36819,-122.697,2017,"Sep"
-122.617,37.36819,48094,"Humpback Whale",16,37.36819,-122.617,2017,"Sep"
-122.617,37.36819,48095,"Humpback Whale",6,37.36819,-122.617,2017,"Sep"
-122.474,37.82945,48142,"Humpback Whale",1,37.82945,-122.474,2017,"Sep"
-121.896,36.66012,48309,"Humpback Whale",2,36.66012,-121.896,2017,"Sep"
-121.878,36.72052,48310,"Humpback Whale",1,36.72052,-121.878,2017,"Sep"
-121.874,36.76096,48314,"Humpback Whale",1,36.76096,-121.874,2017,"Sep"
-121.894,36.77413,48316,"Humpback Whale",2,36.77413,-121.894,2017,"Sep"
-121.898,36.77787,48317,"Humpback Whale",4,36.77787,-121.898,2017,"Sep"
-121.905,36.78248,48321,"Humpback Whale",6,36.78248,-121.905,2017,"Sep"
-122.064,36.79401,48326,"Humpback Whale",1,36.79401,-122.064,2017,"Sep"
-122.068,36.79506,48327,"Humpback Whale",5,36.79506,-122.068,2017,"Sep"
-122.072,36.79692,48328,"Blue Whale",2,36.79692,-122.072,2017,"Sep"
-122.074,36.79642,48329,"Fin Whale",2,36.79642,-122.074,2017,"Sep"
-122.073,36.79621,48330,"Blue Whale",2,36.79621,-122.073,2017,"Sep"
-122.073,36.79608,48331,"Blue Whale",3,36.79608,-122.073,2017,"Sep"
-122.073,36.79604,48332,"Fin Whale",3,36.79604,-122.073,2017,"Sep"
-121.904,36.6263,48362,"Humpback Whale",2,36.6263,-121.904,2017,"Sep"
-121.903,36.62542,48363,"Humpback Whale",2,36.62542,-121.903,2017,"Sep"
-122.056,36.82469,48364,"Blue Whale",2,36.82469,-122.056,2017,"Sep"
-121.892,36.77304,48365,"Humpback Whale",7,36.77304,-121.892,2017,"Sep"
-122.072,36.7967,48366,"Blue Whale",1,36.7967,-122.072,2017,"Sep"
-122.073,36.79711,48368,"Blue Whale",3,36.79711,-122.073,2017,"Sep"
-119.777,34.30288,48385,"Humpback Whale",5,34.30288,-119.777,2017,"Sep"
-121.892,36.77304,48390,"Humpback Whale",7,36.77304,-121.892,2017,"Sep"
-122.072,36.7967,48392,"Blue Whale",1,36.7967,-122.072,2017,"Sep"
-122.073,36.79711,48391,"Blue Whale",3,36.79711,-122.073,2017,"Sep"
-122.064,36.794,48393,"Humpback Whale",4,36.794,-122.064,2017,"Sep"
-122.074,36.79661,48394,"Fin Whale",3,36.79661,-122.074,2017,"Sep"
-121.841,36.79315,48421,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48423,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48425,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48430,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48433,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48434,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.841,36.79315,48447,"Humpback Whale",1,36.79315,-121.841,2017,"Sep"
-121.846,36.80313,48448,"Humpback Whale",1,36.80313,-121.846,2017,"Sep"
-121.839,36.80393,48449,"Humpback Whale",4,36.80393,-121.839,2017,"Sep"
-121.936,36.797,48450,"Humpback Whale",8,36.797,-121.936,2017,"Sep"
-122.037,36.47459,48451,"Humpback Whale",1,36.47459,-122.037,2017,"Sep"
-122.06,36.47851,48452,"Blue Whale",2,36.47851,-122.06,2017,"Sep"
-122.055,36.36766,48453,"Humpback Whale",2,36.36766,-122.055,2017,"Sep"
-119.492,34.15217,48597,"Humpback Whale",4,34.15217,-119.492,2017,"Sep"
-119.492,34.1526,48598,"Humpback Whale",4,34.1526,-119.492,2017,"Sep"
-121.899,36.61558,48599,"Humpback Whale",1,36.61558,-121.899,2017,"Sep"
-122.004,36.75036,48644,"Humpback Whale",1,36.75036,-122.004,2017,"Sep"
-122.048,36.793,48647,"Humpback Whale",1,36.793,-122.048,2017,"Sep"
-122.062,36.8085,48648,"Humpback Whale",12,36.8085,-122.062,2017,"Sep"
-119.751,34.32531,48660,"Humpback Whale",1,34.32531,-119.751,2017,"Sep"
-119.737,34.31283,48661,"Humpback Whale",6,34.31283,-119.737,2017,"Sep"
-122.192,36.8662,48665,"Blue Whale",2,36.8662,-122.192,2017,"Sep"
-119.725,34.28435,48666,"Humpback Whale",3,34.28435,-119.725,2017,"Sep"
-122.146,36.8196,48668,"Humpback Whale",8,36.8196,-122.146,2017,"Sep"
-122.142,36.8147,48669,"Humpback Whale",2,36.8147,-122.142,2017,"Sep"
-119.464,34.10028,48700,"Humpback Whale",1,34.10028,-119.464,2017,"Oct"
-119.325,34.10288,48714,"Humpback Whale",1,34.10288,-119.325,2017,"Oct"
-122.043,36.81414,48846,"Humpback Whale",3,36.81414,-122.043,2017,"Oct"
-122.045,36.81426,48847,"Humpback Whale",2,36.81426,-122.045,2017,"Oct"
-122.073,36.8298,48851,"Humpback Whale",2,36.8298,-122.073,2017,"Oct"
-122.019,36.85768,48857,"Humpback Whale",1,36.85768,-122.019,2017,"Oct"
-122.019,36.85768,48858,"Humpback Whale",1,36.85768,-122.019,2017,"Oct"
-121.97,36.81848,48859,"Humpback Whale",2,36.81848,-121.97,2017,"Oct"
-119.889,34.24276,48977,"Humpback Whale",5,34.24276,-119.889,2017,"Oct"
-119.94,34.20659,48979,"Humpback Whale",4,34.20659,-119.94,2017,"Oct"
-119.929,34.16605,49010,"Humpback Whale",1,34.16605,-119.929,2017,"Oct"
-119.485,34.1084,49046,"Blue Whale",1,34.1084,-119.485,2017,"Oct"
-119.562,34.29602,49288,"Minke Whale",1,34.29602,-119.562,2017,"Oct"
-119.562,34.29597,49289,"Humpback Whale",4,34.29597,-119.562,2017,"Oct"
-119.525,34.27754,49290,"Humpback Whale",3,34.27754,-119.525,2017,"Oct"
-119.867,34.20443,49423,"Humpback Whale",1,34.20443,-119.867,2017,"Oct"
-121.905,36.80098,50143,"Humpback Whale",2,36.80098,-121.905,2017,"Dec"
-119.574,34.31848,49515,"Humpback Whale",1,34.31848,-119.574,2017,"Oct"
-119.581,34.25334,49622,"Humpback Whale",2,34.25334,-119.581,2017,"Nov"
-118.29,33.6119,49680,"Fin Whale",1,33.6119,-118.29,2017,"Nov"
-118.298,33.62678,49694,"Fin Whale",1,33.62678,-118.298,2017,"Nov"
-119.619,34.26955,49696,"Minke Whale",2,34.26955,-119.619,2017,"Nov"
-119.609,34.30171,49697,"Humpback Whale",7,34.30171,-119.609,2017,"Nov"
-119.614,34.31469,49698,"Humpback Whale",2,34.31469,-119.614,2017,"Nov"
-119.763,34.288,49759,"Humpback Whale",2,34.288,-119.763,2017,"Nov"
-119.857,34.1403,49850,"Humpback Whale",2,34.1403,-119.857,2017,"Nov"
-119.864,34.12535,49858,"Humpback Whale",4,34.12535,-119.864,2017,"Nov"
-118.485,33.70373,49886,"Fin Whale",1,33.70373,-118.485,2017,"Nov"
-118.477,33.69278,49918,"Fin Whale",1,33.69278,-118.477,2017,"Nov"
-121.895,36.71286,50001,"Blue Whale",2,36.71286,-121.895,2017,"Nov"
-121.899,36.76541,50002,"Humpback Whale",2,36.76541,-121.899,2017,"Nov"
-121.882,36.67151,50003,"Humpback Whale",2,36.67151,-121.882,2017,"Nov"
-121.848,36.80034,50053,"Humpback Whale",1,36.80034,-121.848,2017,"Dec"
-121.978,36.79779,50054,"Humpback Whale",7,36.79779,-121.978,2017,"Dec"
-119.756,34.08382,50055,"Humpback Whale",1,34.08382,-119.756,2017,"Dec"
-119.755,34.08232,50071,"Humpback Whale",1,34.08232,-119.755,2017,"Dec"
-119.756,34.08382,50070,"Humpback Whale",1,34.08382,-119.756,2017,"Dec"
-121.941,36.78011,50127,"Humpback Whale",2,36.78011,-121.941,2017,"Dec"
-121.98,36.70381,50129,"Blue Whale",1,36.70381,-121.98,2017,"Dec"
-121.891,36.76129,50130,"Humpback Whale",1,36.76129,-121.891,2017,"Dec"
-121.863,36.77733,50131,"Humpback Whale",1,36.77733,-121.863,2017,"Dec"
-121.899,36.79011,50144,"Humpback Whale",1,36.79011,-121.899,2017,"Dec"
-121.899,36.79011,50145,"Humpback Whale",2,36.79011,-121.899,2017,"Dec"
-121.972,36.73695,50146,"Humpback Whale",2,36.73695,-121.972,2017,"Dec"
-121.958,36.76598,50147,"Humpback Whale",5,36.76598,-121.958,2017,"Dec"
-121.888,36.77939,50148,"Humpback Whale",3,36.77939,-121.888,2017,"Dec"
-117.242,32.61175,50149,"Gray Whale",1,32.61175,-117.242,2017,"Dec"
-121.911,36.77961,50150,"Humpback Whale",4,36.77961,-121.911,2017,"Dec"
-122.027,36.78628,50153,"Humpback Whale",1,36.78628,-122.027,2017,"Dec"
-118.299,33.62007,50167,"Fin Whale",1,33.62007,-118.299,2017,"Dec"
-118.329,33.6125,50168,"Blue Whale",1,33.6125,-118.329,2017,"Dec"
-117.278,32.72406,50170,"Gray Whale",1,32.72406,-117.278,2017,"Dec"
-121.917,36.79111,50184,"Humpback Whale",2,36.79111,-121.917,2017,"Dec"
-121.928,36.78989,50185,"Humpback Whale",4,36.78989,-121.928,2017,"Dec"
-122.001,36.68463,50191,"Humpback Whale",6,36.68463,-122.001,2017,"Dec"
-121.967,36.70626,50192,"Humpback Whale",6,36.70626,-121.967,2017,"Dec"
-121.859,36.77114,50193,"Humpback Whale",3,36.77114,-121.859,2017,"Dec"
-121.917,36.76644,50204,"Humpback Whale",2,36.76644,-121.917,2017,"Dec"
-121.891,36.7608,50205,"Humpback Whale",2,36.7608,-121.891,2017,"Dec"
-121.884,36.76223,50206,"Humpback Whale",2,36.76223,-121.884,2017,"Dec"
-121.916,36.78459,50207,"Humpback Whale",2,36.78459,-121.916,2017,"Dec"
-121.932,36.81423,50208,"Humpback Whale",1,36.81423,-121.932,2017,"Dec"
-121.971,36.8001,50209,"Humpback Whale",1,36.8001,-121.971,2017,"Dec"
-121.863,36.65408,50214,"Humpback Whale",1,36.65408,-121.863,2017,"Dec"
-121.881,36.64472,50215,"Humpback Whale",2,36.64472,-121.881,2017,"Dec"
-121.88,36.65219,50221,"Humpback Whale",1,36.65219,-121.88,2017,"Dec"
-121.879,36.64282,50222,"Humpback Whale",2,36.64282,-121.879,2017,"Dec"
-121.895,36.69289,50223,"Humpback Whale",1,36.69289,-121.895,2017,"Dec"
-121.897,36.70151,50224,"Humpback Whale",4,36.70151,-121.897,2017,"Dec"
-121.882,36.70264,50225,"Humpback Whale",2,36.70264,-121.882,2017,"Dec"
-121.86,36.69052,50237,"Humpback Whale",4,36.69052,-121.86,2017,"Dec"
-121.874,36.68989,50238,"Humpback Whale",1,36.68989,-121.874,2017,"Dec"
-121.892,36.60484,50240,"Humpback Whale",2,36.60484,-121.892,2017,"Dec"
-121.859,36.72976,50242,"Humpback Whale",1,36.72976,-121.859,2017,"Dec"
-121.997,36.59816,50249,"Humpback Whale",1,36.59816,-121.997,2017,"Dec"
-122.003,36.55899,50250,"Humpback Whale",4,36.55899,-122.003,2017,"Dec"
-121.909,36.6848,50257,"Humpback Whale",3,36.6848,-121.909,2017,"Dec"
-122.042,36.60505,50266,"Humpback Whale",3,36.60505,-122.042,2017,"Dec"
-119.896,34.16679,50267,"Humpback Whale",2,34.16679,-119.896,2017,"Dec"
-119.891,34.17188,50268,"Blue Whale",1,34.17188,-119.891,2017,"Dec"
-119.887,34.17636,50269,"Fin Whale",8,34.17636,-119.887,2017,"Dec"
-121.985,36.70616,50276,"Humpback Whale",2,36.70616,-121.985,2017,"Dec"
-122.008,36.69799,50277,"Humpback Whale",4,36.69799,-122.008,2017,"Dec"
-122.011,36.69129,50278,"Humpback Whale",2,36.69129,-122.011,2017,"Dec"
-122.02,36.69973,50284,"Humpback Whale",2,36.69973,-122.02,2017,"Dec"
-122.026,36.75885,50287,"Humpback Whale",2,36.75885,-122.026,2017,"Dec"
-121.886,36.62984,50299,"Humpback Whale",1,36.62984,-121.886,2017,"Dec"
-121.886,36.62984,50300,"Humpback Whale",1,36.62984,-121.886,2017,"Dec"
-121.953,36.63205,50312,"Gray Whale",1,36.63205,-121.953,2017,"Dec"
-121.984,36.58824,50314,"Gray Whale",2,36.58824,-121.984,2017,"Dec"
-122,36.56027,50315,"Humpback Whale",2,36.56027,-122,2017,"Dec"
-121.974,36.62492,50316,"Gray Whale",1,36.62492,-121.974,2017,"Dec"
-121.966,36.62963,50318,"Gray Whale",1,36.62963,-121.966,2017,"Dec"
-121.871,36.71869,50320,"Humpback Whale",1,36.71869,-121.871,2017,"Dec"
-121.966,36.62024,50330,"Gray Whale",2,36.62024,-121.966,2017,"Dec"
-121.98,36.5571,50331,"Gray Whale",1,36.5571,-121.98,2017,"Dec"
-122.004,36.54588,50332,"Gray Whale",1,36.54588,-122.004,2017,"Dec"
-121.883,36.65745,50334,"Gray Whale",1,36.65745,-121.883,2017,"Dec"
-121.876,36.68965,50335,"Humpback Whale",1,36.68965,-121.876,2017,"Dec"
-121.855,36.66792,50336,"Humpback Whale",1,36.66792,-121.855,2017,"Dec"
-121.865,36.72755,50340,"Humpback Whale",1,36.72755,-121.865,2017,"Dec"
-121.962,36.68535,50343,"Humpback Whale",2,36.68535,-121.962,2017,"Dec"
-121.969,36.69133,50344,"Humpback Whale",2,36.69133,-121.969,2017,"Dec"
-121.887,36.80883,50345,"Humpback Whale",1,36.80883,-121.887,2017,"Dec"
-121.973,36.69329,50346,"Humpback Whale",1,36.69329,-121.973,2017,"Dec"
-121.973,36.6931,50347,"Humpback Whale",1,36.6931,-121.973,2017,"Dec"
-121.973,36.69303,50348,"Humpback Whale",1,36.69303,-121.973,2017,"Dec"
-122.013,36.65703,50361,"Humpback Whale",3,36.65703,-122.013,2017,"Dec"
-122.013,36.65703,50367,"Humpback Whale",3,36.65703,-122.013,2017,"Dec"
-122.043,36.61145,50370,"Humpback Whale",2,36.61145,-122.043,2017,"Dec"
-121.932,36.64325,50377,"Gray Whale",1,36.64325,-121.932,2017,"Dec"
-121.988,36.62496,50378,"Humpback Whale",3,36.62496,-121.988,2017,"Dec"
-122.011,36.59345,50384,"Minke Whale",1,36.59345,-122.011,2017,"Dec"
-119.931,34.02865,50390,"Gray Whale",1,34.02865,-119.931,2017,"Dec"
-119.534,34.10567,50409,"Fin Whale",3,34.10567,-119.534,2017,"Dec"
-119.45,34.1236,50411,"Fin Whale",2,34.1236,-119.45,2017,"Dec"
-119.554,34.0588,50412,"Gray Whale",2,34.0588,-119.554,2017,"Dec"
-119.566,34.28347,50426,"Gray Whale",1,34.28347,-119.566,2017,"Dec"
-121.989,36.60836,50438,"Gray Whale",1,36.60836,-121.989,2018,"Jan"
-121.968,36.52158,50440,"Gray Whale",2,36.52158,-121.968,2018,"Jan"
-122.005,36.59139,50441,"Blue Whale",2,36.59139,-122.005,2018,"Jan"
-122.009,36.5639,50442,"Blue Whale",2,36.5639,-122.009,2018,"Jan"
-121.977,36.63421,50451,"Gray Whale",1,36.63421,-121.977,2018,"Jan"
-121.976,36.63672,50452,"Humpback Whale",1,36.63672,-121.976,2018,"Jan"
-121.957,36.73118,50453,"Humpback Whale",2,36.73118,-121.957,2018,"Jan"
-121.92,36.74084,50454,"Humpback Whale",1,36.74084,-121.92,2018,"Jan"
